시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
연동경로당,경로당,전라남도 순천시 교량연동길 51,전라남도 순천시 교량동 602-13,34.917534,127.4881741,영업,,2006-06-14,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
오룡경로당,경로당,전라남도 순천시 오룡길 66,전라남도 순천시 대룡동 598-1,34.90735242,127.4924599,영업,,2004-07-05,77,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
오림경로당,경로당,전라남도 순천시 오림길 169,전라남도 순천시 오천동 61-21,34.92487786,127.5059079,영업,,2013-08-30,106,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
오산경로당,경로당,전라남도 순천시 오산길 18,전라남도 순천시 오천동 723-12,34.92564093,127.5003015,영업,,2013-09-04,112,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
우성아파트경로당,경로당,전라남도 순천시 덕월길 22,전라남도 순천시 덕월동 653-2,34.93022378,127.4886634,영업,,2012-01-01,115,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월곡남자경로당,경로당,전라남도 순천시 월곡1길 31,전라남도 순천시 덕월동 1045-9,34.92175549,127.4789218,영업,,1999-01-14,68,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월곡여자경로당,경로당,전라남도 순천시 월곡1길 31,전라남도 순천시 덕월동 1045-9,34.92175549,127.4789218,영업,,1999-01-14,68,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
월평경로당,경로당,전라남도 순천시 월평길 5,전라남도 순천시 인월동 38-10,34.88657542,127.4863762,영업,,2004-06-16,67,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
인덕경로당,경로당,전라남도 순천시 인월인덕길 8-1,전라남도 순천시 인월동 633-4,34.89576413,127.4811086,영업,,2003-10-22,85,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
조례경로당,경로당,전라남도 순천시 인월조례길 46,전라남도 순천시 인월동 472-9,34.8919421,127.48369,영업,,2000-07-13,50,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
지정경로당,경로당,전라남도 순천시 지정길 57,전라남도 순천시 덕월동 1327,34.9348516,127.4901105,영업,,1992-06-12,72,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
청미래1차경로당,경로당,전라남도 순천시 호현1길 34,전라남도 순천시 덕월동 1-2,34.92648707,127.4938436,영업,,2004-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
청미래3차경로당,경로당,전라남도 순천시 호현1길 26,전라남도 순천시 덕월동 9-1,34.92645106,127.4934097,영업,,2007-01-01,56,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
한경아파트경로당,경로당,전라남도 순천시 남산4길 48,전라남도 순천시 오천동 855-3,34.93701603,127.4904365,영업,,2007-01-01,68,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
호산경로당,경로당,전라남도 순천시 지현길 174,전라남도 순천시 덕월동 344,34.92760756,127.4916019,영업,,1989-11-01,197,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
홍두경로당,경로당,전라남도 순천시 홍두길 17,전라남도 순천시 홍내동 572-93,34.91892801,127.5045221,영업,,1989-10-25,74,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
골드경로당,경로당,전라남도 순천시 오천4길 21,전라남도 순천시 오천동 954,34.93304796,127.4919774,영업,,2016-04-26,142,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대광지에이경로당,경로당,전라남도 순천시 오천7길 29,전라남도 순천시 오천동 952,34.93567725,127.4940299,영업,,2016-03-28,112,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
진아리채경로당,경로당,전라남도 순천시 오천1길 20,전라남도 순천시 오천동 982,34.93059419,127.4929398,영업,,2017-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
영무예다음경로당,경로당,전라남도 순천시 오천4길 39,전라남도 순천시 오천동 953-2,34.93434692,127.493161,영업,,2017-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
호반베르디움2차그린파크아파트경로당,경로당,전라남도 순천시 오천7길 11,전라남도 순천시 오천동 951,34.93649645,127.4919809,영업,,2017-12-07,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남양휴튼경로당,경로당,전라남도 순천시 조례1길 60,전라남도 순천시 조례동 550,34.96205418,127.5277061,영업,,2006-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대동경로당,경로당,전라남도 순천시 대동길 33,전라남도 순천시 왕지동 47,34.97879172,127.5432397,영업,,2009-02-12,75,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대림공영아파트경로당,경로당,전라남도 순천시 봉화2길 119,전라남도 순천시 조례동 851,34.96340294,127.5177314,영업,,1992-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
두산위브1단지경로당,경로당,전라남도 순천시 왕지3길 55,전라남도 순천시 왕지동 891,34.97581075,127.5234041,영업,,2011-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
두산위브2단지경로당,경로당,전라남도 순천시 왕지5길 9-26,전라남도 순천시 조례동 1880,34.97446295,127.5231253,영업,,2011-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
장평경로당,경로당,전라남도 순천시 장평11길 21,전라남도 순천시 남정동 557-30,34.94113741,127.4921755,영업,,2016-02-26,82,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
흥남경로당,경로당,전라남도 순천시 남제길 16,전라남도 순천시 남정동 475-4,34.93556448,127.4880996,영업,,2012-07-03,124,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
갈마골경로당,경로당,전라남도 순천시 갈마길 10,전라남도 순천시 저전동 281-10,34.94699013,127.4824094,영업,,1990-07-30,85,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
우리들경로당,경로당,전라남도 순천시 저전2길 12-4,전라남도 순천시 저전동 172,34.95189802,127.482669,영업,,2005-07-15,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
저전경로당,경로당,전라남도 순천시 저전3길 51-3,전라남도 순천시 저전동 65-132,34.94928619,127.4797305,영업,,1976-01-31,87,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
저전새마을남자경로당,경로당,전라남도 순천시 청사1길 43,전라남도 순천시 저전동 238,34.94805732,127.4840758,영업,,1982-06-30,180,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
저전새마을여자경로당,경로당,전라남도 순천시 청사1길 43,전라남도 순천시 저전동 238,34.94805732,127.4840758,영업,,1982-06-30,180,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
저전여자경로당,경로당,전라남도 순천시 서문교길 63-1,전라남도 순천시 저전동 65-70,34.9506059,127.4789088,영업,,1996-04-17,78,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
저전제일경로당,경로당,전라남도 순천시 저전2길 44,전라남도 순천시 저전동 55-1,34.95199535,127.4794411,영업,,2019-09-03,92,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
장천부인경로당,경로당,전라남도 순천시 장명1길 8,전라남도 순천시 장천동 154-9,34.951524,127.4852575,영업,,2008-06-24,80,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
순천경로당,경로당,전라남도 순천시 중앙4길 5,전라남도 순천시 장천동 55-10,34.95064227,127.4851213,영업,,1994-03-31,166,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신촌경로당,경로당,전라남도 순천시 장천신촌길 11,전라남도 순천시 장천동 79-13,34.94681844,127.4923353,영업,,2005-08-19,69,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
장천경로당,경로당,전라남도 순천시 장천안길 6-1,전라남도 순천시 장천동 79-18,34.94905063,127.4864921,영업,,2015-04-13,97,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
만수경로당,경로당,전라남도 순천시 환선로 52-1,전라남도 순천시 동외동 210-14,34.96002012,127.4875547,영업,,1997-04-17,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
북부부인경로당,경로당,전라남도 순천시 환선로 52-1,전라남도 순천시 동외동 210-14,34.96002012,127.4875547,영업,,1997-04-17,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
선미중앙하이츠경로당,경로당,전라남도 순천시 성동3길 8,전라남도 순천시 동외동 56-14,34.95323706,127.4905111,영업,,2007-01-01,88,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
시민경로당,경로당,전라남도 순천시 북부시장2길 20,전라남도 순천시 동외동 177-1,34.95781969,127.486763,영업,,2008-06-24,88,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
중앙경로당,경로당,전라남도 순천시 감사터3길 34,전라남도 순천시 동외동 59-136,34.95703547,127.4885433,영업,,2015-02-04,69,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
학수경로당,경로당,전라남도 순천시 성동2길 31,전라남도 순천시 동외동 58-10,34.95386431,127.4891757,영업,,2005-08-19,47,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
간동경로당,경로당,전라남도 순천시 간동길 33,전라남도 순천시 안풍동 721,34.89094951,127.4982376,영업,,1998-11-11,73,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
교량경로당,경로당,전라남도 순천시 교량1길 36,전라남도 순천시 교량동 746,34.90884188,127.5011241,영업,,2018-01-01,56,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금성경로당,경로당,전라남도 순천시 홍내교길 8,전라남도 순천시 홍내동 167-35,34.91549998,127.5014236,영업,,2004-03-13,30,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금전경로당,경로당,전라남도 순천시 금전길 5,전라남도 순천시 대대동 1313-1,34.90053232,127.5038816,영업,,1998-04-11,70,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
내동경로당,경로당,전라남도 순천시 내동길 46,전라남도 순천시 홍내동 517-4,34.91756555,127.5033302,영업,,2002-09-13,82,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대대경로당,경로당,전라남도 순천시 대대2길 28,전라남도 순천시 대대동 525,34.89069565,127.5078291,영업,,2012-06-05,119,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대동여자경로당,경로당,전라남도 순천시 대룡1길 25,전라남도 순천시 대룡동 807,34.90986673,127.4923078,영업,,2005-08-24,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대룡경로당,경로당,전라남도 순천시 오룡길 6,전라남도 순천시 대룡동 691-3,34.90891569,127.493283,영업,,1997-12-01,60,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
동너리마을경로당,경로당,전라남도 순천시 동너리길 64,전라남도 순천시 대대동 1109-4,34.90386639,127.5024168,영업,,2000-05-26,33,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
동편여자경로당,경로당,전라남도 순천시 대대2길 34,전라남도 순천시 대대동 691,34.89122258,127.5079838,영업,,2014-12-15,63,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
서편여자경로당,경로당,전라남도 순천시 순천만길 528,전라남도 순천시 대대동 438-7,34.88801244,127.5085735,영업,,2004-05-04,128,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
선암경로당,경로당,전라남도 순천시 선암2길 20,전라남도 순천시 덕월동 843,34.92438707,127.4852858,영업,,2008-01-10,117,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
선암여자경로당,경로당,전라남도 순천시 선암2길 20,전라남도 순천시 덕월동 843,34.92438707,127.4852858,영업,,2008-01-10,117,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
소라남자경로당,경로당,전라남도 순천시 소라2길 20,전라남도 순천시 덕월동 698-1,34.92737447,127.4870569,영업,,2004-12-07,84,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
소라여자경로당,경로당,전라남도 순천시 소라2길 20,전라남도 순천시 덕월동 698-1,34.92737447,127.4870569,영업,,2000-06-02,86,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
극동스타클래스경로당,경로당,대구광역시 중구 남산로 30 (남산동),,35.8592606,128.5833718,영업,053-252-2644,2014-10-13,154.73,대구광역시 중구청,2023-07-05,3410000,대구광역시 중구
연향제1지구경로당,경로당,전라남도 순천시 장자보2길 49,전라남도 순천시 연향동 1370-3,34.94662998,127.5153232,영업,,1993-09-24,103,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향주공경로당,경로당,전라남도 순천시 팔마1길 26,전라남도 순천시 연향동 1660-1,34.93596647,127.5131955,영업,,2006-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향현대1차아파트경로당,경로당,전라남도 순천시 연향중앙상가길 80,전라남도 순천시 연향동 1378,34.94643453,127.5193525,영업,,1993-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
율산에코지오경로당,경로당,전라남도 순천시 도장길 40,전라남도 순천시 연향동 1631,34.93892599,127.5274404,영업,,2004-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
중흥파크경로당,경로당,전라남도 순천시 기적의도서관2길 51,전라남도 순천시 연향동 1515,34.94396553,127.5286586,영업,,2001-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
코아루아파트노인회경로당,경로당,전라남도 순천시 안산길 50,전라남도 순천시 연향동 89-28,34.93744622,127.5270401,영업,,2004-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
현대2차아파트경로당,경로당,전라남도 순천시 연향중앙상가길 41,전라남도 순천시 연향동 1344,34.95025049,127.5202204,영업,,1994-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
호반1차아파트경로당,경로당,전라남도 순천시 안산길 5,전라남도 순천시 연향동 1626-1,34.93964226,127.5285738,영업,,2001-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금호남자경로당,경로당,전라남도 순천시 풍덕주택길 96,전라남도 순천시 풍덕동 255-3,34.93874837,127.5037051,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금호여자경로당,경로당,전라남도 순천시 풍덕주택길 96,전라남도 순천시 풍덕동 255-3,34.93874837,127.5037051,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
동부경로당,경로당,전라남도 순천시 풍덕주택길 46,전라남도 순천시 풍덕동 868-2,34.94254543,127.5026628,영업,,2000-04-14,149,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
상풍경로당,경로당,전라남도 순천시 상풍길 54,전라남도 순천시 풍덕동 924-32,34.94794074,127.4939567,영업,,2008-02-01,88,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
송란여자경로당,경로당,전라남도 순천시 풍덕주택길 46,전라남도 순천시 풍덕동 868-2,34.94254543,127.5026628,영업,,2000-04-14,149,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
원풍남자경로당,경로당,전라남도 순천시 풍덕5길 55,전라남도 순천시 풍덕동 1284-9,34.94094564,127.4954488,영업,,1997-05-16,119,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
원풍여자경로당,경로당,전라남도 순천시 풍덕5길 55,전라남도 순천시 풍덕동 1284-9,34.94094564,127.4954488,영업,,1997-05-16,119,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
주공경로당,경로당,전라남도 순천시 풍덕주택길 99,전라남도 순천시 풍덕동 255-5,34.93956937,127.5048928,영업,,1989-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
철우경로당,경로당,전라남도 순천시 중앙초등길 163,전라남도 순천시 풍덕동 877-3,34.93986976,127.5032532,영업,,1979-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
풍덕중앙경로당,경로당,전라남도 순천시 역전광장2길 35,전라남도 순천시 풍덕동 888-15,34.94377892,127.4995271,영업,,2005-09-23,97,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
하풍경로당,경로당,전라남도 순천시 하풍길 203,전라남도 순천시 풍덕동 322-3,34.93742361,127.5023781,영업,,1992-11-17,106,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
한신아파트경로당,경로당,전라남도 순천시 중앙초등길 132,전라남도 순천시 풍덕동 807-7,34.93923863,127.5021803,영업,,1990-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
무지개경로당,경로당,전라남도 순천시 풍덕주택4길 35,전라남도 순천시 풍덕동 867-1,34.94283423,127.5040553,영업,,2022-06-28,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남정현대아파트경로당,경로당,전라남도 순천시 남정5길 33,전라남도 순천시 남정동 335,34.93992535,127.4853356,영업,,2020-01-01,85,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
강남경로당,경로당,전라남도 순천시 장평2길 41,전라남도 순천시 인제동 375-4,34.94443902,127.492947,영업,,2021-05-04,100,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
기린경로당,경로당,전라남도 순천시 상인제길 119,전라남도 순천시 인제동 234-4,34.94437583,127.4808939,영업,,1993-07-03,97,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남산경로당,경로당,전라남도 순천시 남정5길 19,전라남도 순천시 남정동 322-5,34.94067598,127.4868328,영업,,2008-01-22,90,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남정경로당,경로당,전라남도 순천시 남정5길 22-24,전라남도 순천시 남정동 203,34.94177523,127.4861084,영업,,2002-07-03,36,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
남제경로당,경로당,전라남도 순천시 남산3길 26,전라남도 순천시 남정동 533,34.94124687,127.4899162,영업,,2017-04-14,72,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
서린경로당,경로당,전라남도 순천시 상인제1길 44,전라남도 순천시 인제동 143-1,34.94443389,127.4831391,영업,,2011-05-24,153,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
성진아파트경로당,경로당,전라남도 순천시 상인제길 138-15,전라남도 순천시 저전동 270-2,34.94592341,127.4814613,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신흥경로당,경로당,전라남도 순천시 신흥3길 60,전라남도 순천시 남정동 312-3,34.93948558,127.4877858,영업,,2011-09-08,43,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
인제경로당,경로당,전라남도 순천시 상인제1길 25-6,전라남도 순천시 인제동 191,34.94419534,127.4850062,영업,,2004-07-13,102,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
인제행복경로당,경로당,전라남도 순천시 중인제길 3-16,전라남도 순천시 인제동 181-2,34.94398364,127.4868901,영업,,2014-03-28,76,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
해든마을 동문굿모닝힐,경로당,경기도 용인시 기흥구 동백죽전대로 455-10,경기도 용인시 기흥구 동백동 689,37.2797770784,127.1514316337,영업,,2008-04-01,,경기도 용인시청,2023-07-03,4050000,경기도 용인시
보성송림경로당,경로당,대구광역시 중구 남산로4길 91(남산동),,35.86129272,128.5843722,영업,053-243-8063,1993-06-09,44.5,대구광역시 중구청,2023-07-05,3410000,대구광역시 중구
재경경로당,경로당,전라남도 순천시 자경3길 60-6,전라남도 순천시 조곡동 71-112,34.95240719,127.5019548,영업,,1998-01-26,27,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
정원넥스빌아파트경로당,경로당,전라남도 순천시 봉화로 47,전라남도 순천시 조곡동 512,34.95677942,127.4954765,영업,,2003-01-01,114,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
조곡금호아파트경로당,경로당,전라남도 순천시 자경3길 34,전라남도 순천시 조곡동 71-93,34.95238796,127.5022243,영업,,1993-01-01,63,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
조곡부인경로당,경로당,전라남도 순천시 율전1길 94,전라남도 순천시 조곡동 263-296,34.95076145,127.4958109,영업,,1983-01-18,74,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
조곡중앙경로당,경로당,전라남도 순천시 자경2길 16-20,전라남도 순천시 조곡동 91-44,34.94941374,127.5016213,영업,,2004-07-14,92,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
금호타운경로당,경로당,전라남도 순천시 연향1로 40,전라남도 순천시 연향동 1387,34.94471876,127.5195819,영업,,1995-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
기로경로당,경로당,전라남도 순천시 구암4길 41-1,전라남도 순천시 덕암동 75-1,34.94399937,127.5115329,영업,,2014-03-28,144,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대석경로당,경로당,전라남도 순천시 신흥중1길 28,전라남도 순천시 연향동 1441,34.95062156,127.5255258,영업,,2006-01-09,84,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대우아파트경로당,경로당,전라남도 순천시 연향2로 55,전라남도 순천시 연향동 1345,34.9483072,127.5210865,영업,,1992-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
대주피오레경로당,경로당,전라남도 순천시 팔마1길 25,전라남도 순천시 연향동 1659,34.93541429,127.5121901,영업,,2006-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
덕암경로당,경로당,전라남도 순천시 덕암3길 151,전라남도 순천시 덕암동 442-20,34.94561765,127.5084754,영업,,2007-02-05,82,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
덕암부인경로당,경로당,전라남도 순천시 덕암1길 9,전라남도 순천시 덕암동 375-10,34.94808931,127.5064733,영업,,1978-06-22,70,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
덕암현대아파트경로당,경로당,전라남도 순천시 이수로 224-29,전라남도 순천시 조례동 1298-14,34.94993024,127.5101456,영업,,1995-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
덕우경로당,경로당,전라남도 순천시 덕암3길 14,전라남도 순천시 덕암동 375-60,34.94749329,127.5069546,영업,,2013-03-15,105,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
동부아파트경로당,경로당,전라남도 순천시 연향중앙상가길 56,전라남도 순천시 연향동 1346,34.94870253,127.5184138,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
동성경로당,경로당,전라남도 순천시 연향번영길 94,전라남도 순천시 연향동 1347,34.94965054,127.5184708,영업,,1995-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
명말경로당,경로당,전라남도 순천시 명말2길 61,전라남도 순천시 연향동 1299-56,34.93937415,127.514344,영업,,2017-07-03,267,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
벽산첼시빌 경로당,경로당,전라남도 순천시 생목길 1,전라남도 순천시 생목동 59,34.95226425,127.5079768,영업,,2000-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
부영1차아파트경로당,경로당,전라남도 순천시 연향1로 55,전라남도 순천시 연향동 1384-3,34.94606306,127.5217953,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
부영2차아파트경로당,경로당,전라남도 순천시 연향1로 62,전라남도 순천시 연향동 1386,34.94372025,127.5218445,영업,,1992-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
블루시안경로당,경로당,전라남도 순천시 팔마1길 27,전라남도 순천시 연향동 1658,34.93671236,127.5112949,영업,,2006-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
생목경로당,경로당,전라남도 순천시 생목안길 5,전라남도 순천시 생목동 72,34.95229835,127.5093061,영업,,1987-10-15,137,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
생목삼거리경로당,경로당,전라남도 순천시 이수1길 31-4,전라남도 순천시 생목동 23-2,34.94810092,127.5042223,영업,,2008-05-16,75,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
생목한신경로당,경로당,전라남도 순천시 수박등3길 39,전라남도 순천시 생목동 34-21,34.95077339,127.5063098,영업,,1982-01-11,66,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
생목현대아파트경로당,경로당,전라남도 순천시 수박등2길 21,전라남도 순천시 조곡동 68-18,34.95093468,127.5029616,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
세영더-조은경로당,경로당,전라남도 순천시 팔마4길 40,전라남도 순천시 연향동 1660-2,34.93422983,127.5139308,영업,,2006-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향송보파인빌경로당,경로당,전라남도 순천시 구암3길 22,전라남도 순천시 연향동 1748,34.94560481,127.5111916,영업,,2015-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신기경로당,경로당,전라남도 순천시 덕암새터길 5,전라남도 순천시 덕암동 412,34.9496306,127.507891,영업,,2013-03-15,109,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
신화경로당,경로당,전라남도 순천시 덕암2길 33-3,전라남도 순천시 덕암동 6-1,34.94756433,127.5101395,영업,,1994-04-06,57,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향2차호반리젠시빌경로당,경로당,전라남도 순천시 도장길 50,전라남도 순천시 연향동 1629,34.93976124,127.5315283,영업,,2002-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향경로당,경로당,전라남도 순천시 원연향길 121,전라남도 순천시 연향동 151-21,34.93758109,127.5247641,영업,,2018-03-07,99,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
연향우미아파트경로당,경로당,전라남도 순천시 연향2로 56,전라남도 순천시 연향동 1384-2,34.94725124,127.5222172,영업,,1992-01-01,149,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
내오천마을회관,마을회관및경로당,전라북도 진안군 진안읍 죽산로 41,전라북도 진안군 진안읍 죽산리 81-5,35.7742343,127.4905248,영업,,2008-07-22,79,전라북도 진안군청,2023-06-30,4730000,전라북도 진안군
북정남자경로당,경로당,전라남도 순천시 북정2길 97,전라남도 순천시 매곡동 304-4,34.96409411,127.4815595,영업,,2004-08-06,96,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
북정여자경로당,경로당,전라남도 순천시 북정2길 97,전라남도 순천시 매곡동 304-4,34.96409411,127.4815595,영업,,2004-08-06,96,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
삼풍그린파크경로당,경로당,전라남도 순천시 매산길 90,전라남도 순천시 매곡동 179-1,34.96127787,127.4815062,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
지등남자경로당,경로당,전라남도 순천시 북문6길 4-18,전라남도 순천시 매곡동 464-24,34.9632008,127.4873538,영업,,2008-07-14,45,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
지등여자경로당,경로당,전라남도 순천시 북문6길 4-18,전라남도 순천시 매곡동 464-24,34.9632008,127.4873538,영업,,2005-11-01,84,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
한마음경로당,경로당,전라남도 순천시 매곡4길 10,전라남도 순천시 매곡동 556-8,34.96147605,127.4831052,영업,,2003-02-20,41,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
북문경로당,경로당,전라남도 순천시 북문5길 14-5,전라남도 순천시 매곡동 26-31,34.96209845,127.4860871,영업,,2019-02-18,64,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
가곡대주아파트경로당,경로당,전라남도 순천시 조비길 14,전라남도 순천시 가곡동 429,34.97096805,127.4813001,영업,,1996-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
가곡시영아파트경로당,경로당,전라남도 순천시 가곡길 95,전라남도 순천시 가곡동 972,34.980192,127.4812559,영업,,1991-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
가곡신영아파트경로당,경로당,전라남도 순천시 가곡길 30,전라남도 순천시 가곡동 646,34.98203586,127.4812543,영업,,1994-01-01,,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
고지경로당,경로당,전라남도 순천시 고지2길 17,전라남도 순천시 가곡동 962,34.98130261,127.4837899,영업,,2005-01-04,92,전라남도 순천시,2023-06-30,4820000,전라남도 순천시
